,LKSPOMET_ATemp,LKSBAWQ_Sal,LKSBAWQ_Depth,LKSBAWQ_pH,LKSPOMET_TotPrcp,LKSBAWQ_Turb
4747,16.9,0.1,1.69,7.6,0.0,14
4748,16.7,0.1,1.68,7.6,0.0,14
4749,16.6,0.1,1.66,7.5,0.0,13
4750,16.5,0.1,1.65,7.5,0.0,14
4751,16.4,0.1,1.67,7.6,0.0,14
4752,16.3,0.1,1.70,7.5,0.0,13
4753,16.5,0.1,1.72,7.5,0.0,14
4754,16.4,0.1,1.74,7.5,0.0,13
4755,16.4,0.1,1.74,7.5,0.0,14
4756,16.4,0.1,1.73,7.5,0.0,13
4757,16.2,0.1,1.71,7.5,0.0,32
4758,16.1,0.1,1.73,7.5,0.3,13
4759,16.2,0.1,1.74,7.5,0.0,14
4760,16.3,0.1,1.77,7.5,0.0,12
4761,16.4,0.1,1.75,7.5,0.0,14
4762,16.5,0.1,1.72,7.5,0.0,14
4763,16.7,0.1,1.70,7.5,0.0,17
4764,16.9,0.1,1.67,7.5,0.0,15
4765,17.1,0.1,1.64,7.5,0.0,14
4766,17.3,0.1,1.66,7.5,0.0,14
4767,17.4,0.1,1.69,7.5,0.0,15
4768,17.5,0.1,1.72,7.5,0.0,14
4769,17.7,0.1,1.72,7.5,0.0,15
4770,18.1,0.1,1.73,7.5,0.0,14
4771,18.2,0.1,1.71,7.5,0.0,14
4772,18.6,0.1,1.70,7.5,0.0,14
4773,18.9,0.1,1.68,7.5,0.0,13
4774,19.1,0.1,1.70,7.5,0.0,14
4775,19.2,0.1,1.71,7.5,0.0,13
4776,19.5,0.1,1.74,7.5,0.0,14
4777,20.1,0.1,1.74,7.5,0.0,15
4778,20.8,0.1,1.74,7.5,0.0,15
4779,21.5,0.1,1.73,7.5,0.0,14
4780,21.2,0.1,1.73,7.6,0.0,15
4781,20.8,0.1,1.74,7.5,0.0,14
4782,20.5,0.1,1.75,7.5,0.0,13
4783,20.8,0.1,1.78,7.5,0.0,14
4784,20.7,0.1,1.78,7.5,0.0,14
4785,20.5,0.1,1.77,7.6,0.0,14
4786,20.2,0.1,1.75,7.5,0.0,13
4787,20.3,0.1,1.74,7.5,0.0,12
4788,20.3,0.1,1.74,7.5,0.0,14
4789,20.3,0.1,1.76,7.5,0.0,14
4790,20.1,0.1,1.79,7.5,0.0,14
4791,20.3,0.1,1.79,7.6,0.0,15
4792,20.3,0.1,1.75,7.6,0.0,14
4793,20.0,0.1,1.72,7.6,0.0,13
4794,20.2,0.1,1.71,7.6,0.0,15
4795,19.9,0.1,1.71,7.5,0.0,15
4796,19.9,0.1,1.70,7.6,0.0,15
4797,20.0,0.1,1.69,7.6,0.0,14
4798,19.7,0.1,1.69,7.5,0.0,14
4799,19.7,0.1,1.66,7.6,0.0,14
4800,19.7,0.1,1.65,7.6,0.0,13
4801,19.6,0.1,1.64,7.7,0.0,13
4802,19.6,0.1,1.64,7.7,0.0,13
4803,19.1,0.1,1.65,7.7,0.0,13
4804,18.9,0.1,1.66,7.7,0.0,13
4805,18.9,0.1,1.69,7.6,0.0,13
4806,18.9,0.1,1.69,7.7,0.0,13
4807,18.6,0.1,1.70,7.7,0.0,13
4808,18.4,0.1,1.70,7.7,0.0,14
4809,18.1,0.1,1.71,7.8,0.0,13
4810,17.9,0.1,1.71,7.7,0.0,14
4811,17.8,0.1,1.71,7.8,0.0,13
4812,17.8,0.1,1.73,7.7,0.0,14
4813,17.7,0.1,1.76,7.8,0.0,13
4814,17.6,0.1,1.76,7.8,0.0,13
4815,17.4,0.1,1.75,7.7,0.0,13
4816,17.4,0.1,1.76,7.8,0.0,13
4817,17.4,0.1,1.78,7.8,0.0,13
4818,17.3,0.1,1.78,7.8,0.0,12
4819,17.3,0.1,1.79,7.7,0.0,12
4820,17.3,0.1,1.76,7.7,0.0,13
4821,17.2,0.1,1.75,7.8,0.0,13
4822,17.1,0.1,1.75,7.7,0.0,12
4823,17.0,0.1,1.75,7.8,0.0,13
4824,16.8,0.1,1.75,7.7,0.0,14
4825,16.6,0.1,1.74,7.7,0.0,13
4826,16.4,0.1,1.74,7.7,0.0,13
4827,16.1,0.1,1.71,7.7,0.0,13
4828,15.6,0.1,1.69,7.7,0.0,14
4829,15.4,0.1,1.70,7.7,0.0,13
4830,15.5,0.1,1.69,7.7,0.0,13
4831,15.6,0.1,1.70,7.7,0.0,14
4832,15.8,0.1,1.67,7.7,0.0,14
4833,15.4,0.1,1.67,7.7,0.0,13
4834,15.2,0.1,1.67,7.7,0.0,13
4835,15.3,0.1,1.68,7.7,0.0,13
4836,15.2,0.1,1.68,7.7,0.0,14
4837,15.2,0.1,1.65,7.7,0.0,13
4838,15.5,0.1,1.66,7.7,0.0,14
4839,15.6,0.1,1.68,7.7,0.0,13
4840,15.8,0.1,1.69,7.7,0.0,13
4841,15.9,0.1,1.69,7.7,0.0,13
4842,16.0,0.1,1.69,7.6,0.0,13
4843,16.1,0.1,1.71,7.6,0.0,12
4844,16.1,0.1,1.73,7.6,0.0,12
4845,16.0,0.1,1.74,7.6,0.0,12
4846,16.0,0.1,1.74,7.6,0.0,12
4847,15.9,0.1,1.74,7.6,0.0,13
4848,15.9,0.1,1.75,7.6,0.0,12
4849,15.7,0.1,1.77,7.6,0.0,13
4850,15.8,0.1,1.79,7.6,0.0,12
4851,15.8,0.1,1.80,7.6,0.0,12
4852,15.7,0.1,1.80,7.6,0.0,13
4853,15.8,0.1,1.79,7.6,0.0,12
4854,15.9,0.1,1.76,7.6,0.0,14
4855,16.0,0.1,1.76,7.6,0.0,14
4856,16.3,0.1,1.74,7.6,0.0,14
4857,16.4,0.1,1.73,7.6,0.0,16
4858,16.6,0.1,1.72,7.5,0.0,13
4859,17.0,0.1,1.70,7.5,0.0,14
4860,17.5,0.1,1.68,7.5,0.0,14
4861,17.9,0.1,1.70,7.6,0.0,18
4862,18.2,0.1,1.72,7.6,0.0,17
4863,18.6,0.1,1.72,7.6,0.0,15
4864,19.4,0.1,1.73,7.6,0.0,16
4865,21.0,0.1,1.75,7.6,0.0,16
4866,22.1,0.1,1.76,7.6,0.0,15
4867,22.6,0.1,1.76,7.6,0.0,15
4868,22.9,0.1,1.76,7.6,0.0,14
4869,23.0,0.1,1.76,7.6,0.0,13
4870,23.2,0.1,1.75,7.6,0.0,13
4871,23.1,0.1,1.76,7.6,0.0,14
4872,23.2,0.1,1.77,7.6,0.0,14
4873,23.1,0.1,1.77,7.6,0.0,12
4874,23.1,0.1,1.76,7.6,0.0,13
4875,23.1,0.1,1.79,7.6,0.0,13
4876,23.5,0.1,1.78,7.7,0.0,13
4877,23.4,0.1,1.81,7.6,0.0,14
4878,23.4,0.1,1.83,7.6,0.0,14
4879,23.6,0.1,1.86,7.7,0.0,34
4880,23.3,0.1,1.83,7.7,0.0,13
4881,23.2,0.1,1.83,7.6,0.0,16
4882,23.0,0.1,1.83,7.6,0.0,14
4883,23.4,0.1,1.83,7.6,0.0,16
4884,23.4,0.1,1.83,7.6,0.0,14
4885,23.3,0.1,1.80,7.6,0.0,17
4886,22.9,0.1,1.82,7.6,0.0,14
4887,23.0,0.1,1.83,7.6,0.0,15
4888,22.9,0.1,1.79,7.6,0.0,16
4889,23.0,0.1,1.80,7.8,0.0,15
4890,22.8,0.1,1.75,7.6,0.0,16
4891,23.0,0.1,1.74,7.8,0.0,15
4892,22.8,0.1,1.73,7.7,0.0,13
4893,22.8,0.1,1.75,7.6,0.0,15
4894,22.6,0.1,1.74,7.7,0.0,14
4895,22.7,0.1,1.73,7.8,0.0,14
4896,22.6,0.1,1.71,7.7,0.0,14
4897,22.8,0.1,1.69,7.8,0.0,15
4898,23.0,0.1,1.69,7.8,0.0,14
4899,23.1,0.1,1.71,7.9,0.0,14
4900,22.8,0.1,1.73,7.8,0.0,14
4901,22.3,0.1,1.73,7.9,0.0,14
4902,22.0,0.1,1.74,7.7,0.0,15
4903,21.2,0.1,1.77,7.9,0.0,14
4904,20.8,0.1,1.78,7.9,0.0,17
4905,21.1,0.1,1.79,8.0,0.0,14
4906,21.0,0.1,1.79,7.8,0.0,14
4907,20.6,0.1,1.78,7.8,0.0,14
4908,20.4,0.1,1.79,7.9,0.0,14
4909,19.5,0.1,1.83,7.9,0.0,14
4910,19.3,0.1,1.83,7.9,0.0,13
4911,19.0,0.1,1.83,7.8,0.0,13
4912,18.6,0.1,1.84,7.8,0.0,15
4913,18.2,0.1,1.81,7.8,0.0,14
4914,18.0,0.1,1.81,7.8,0.0,14
4915,17.9,0.1,1.81,7.8,0.0,13
4916,17.8,0.1,1.83,7.8,0.0,13
4917,17.8,0.1,1.83,8.2,0.0,16
4918,17.8,0.1,1.83,8.1,0.0,13
4919,17.7,0.1,1.80,7.9,0.0,13
4920,17.7,0.1,1.78,7.9,0.0,13
4921,17.5,0.1,1.76,7.9,0.0,13
4922,17.3,0.1,1.76,7.8,0.0,14
4923,17.2,0.1,1.77,7.8,0.0,13
4924,17.2,0.1,1.78,7.8,0.0,13
4925,17.2,0.1,1.78,8.0,0.0,14
4926,17.1,0.1,1.76,8.0,0.0,13
4927,17.0,0.1,1.75,7.9,0.0,13
4928,17.0,0.1,1.75,7.9,0.0,13
4929,16.9,0.1,1.72,7.9,0.0,13
4930,16.9,0.1,1.76,7.9,0.0,15
4931,16.8,0.1,1.77,7.9,0.0,13
4932,16.6,0.1,1.77,7.9,0.0,13
4933,16.5,0.1,1.76,8.0,0.0,13
4934,16.5,0.1,1.75,8.0,0.0,13
4935,16.6,0.1,1.73,8.0,0.0,13
4936,16.8,0.1,1.74,7.9,0.0,12
4937,16.8,0.1,1.74,8.0,0.0,13
4938,16.7,0.1,1.76,7.9,0.0,13
4939,16.7,0.1,1.79,7.9,0.0,13
4940,16.7,0.1,1.77,7.9,0.0,13
4941,16.8,0.1,1.77,7.9,0.0,14
4942,16.7,0.1,1.79,7.9,0.0,13
4943,16.6,0.1,1.79,7.9,0.0,12
4944,16.4,0.1,1.79,7.9,0.0,13
4945,16.5,0.1,1.82,7.9,0.0,13
4946,16.6,0.1,1.81,7.8,0.0,13
4947,16.5,0.1,1.79,7.8,0.0,13
4948,16.7,0.1,1.77,7.8,0.0,13
4949,16.7,0.1,1.76,7.8,0.0,13
4950,16.8,0.1,1.77,7.8,0.0,13
4951,17.0,0.1,1.78,7.8,0.0,14
4952,17.3,0.1,1.77,7.8,0.0,13
4953,17.5,0.1,1.76,7.8,0.0,13
4954,17.7,0.1,1.77,7.8,0.0,13
4955,17.8,0.1,1.74,7.8,0.0,14
4956,17.8,0.1,1.75,7.7,0.0,12
4957,17.9,0.1,1.73,7.8,0.0,14
4958,18.0,0.1,1.75,7.8,0.0,14
4959,18.0,0.1,1.76,7.7,0.0,14
4960,18.0,0.1,1.76,7.7,0.0,14
4961,17.9,0.1,1.77,7.7,0.0,14
4962,18.0,0.1,1.75,7.7,0.0,14
4963,18.0,0.1,1.73,7.7,0.0,14
4964,17.9,0.1,1.75,7.7,0.0,14
4965,17.9,0.1,1.76,7.7,0.0,15
4966,18.0,0.1,1.79,7.7,0.0,20
4967,18.1,0.1,1.78,7.7,0.0,14
4968,18.1,0.1,1.80,7.7,0.0,15
4969,18.2,0.1,1.80,7.7,0.0,15
4970,18.5,0.1,1.81,7.7,0.0,15
4971,18.4,0.1,1.80,7.7,0.0,15
4972,18.6,0.1,1.81,7.7,0.0,15
4973,18.6,0.1,1.84,7.7,0.0,17
4974,18.7,0.1,1.86,7.7,0.0,17
4975,18.8,0.1,1.85,7.8,0.0,16
4976,19.2,0.1,1.86,7.8,0.0,16
4977,19.3,0.1,1.88,7.8,0.0,15
4978,19.7,0.1,1.89,7.8,0.0,16
4979,19.7,0.1,1.86,7.8,0.0,14
4980,20.1,0.1,1.87,7.8,0.0,16
4981,19.9,0.1,1.86,7.9,0.0,15
4982,20.2,0.1,1.84,7.8,0.0,16
4983,20.1,0.1,1.85,7.8,0.0,14
4984,20.1,0.1,1.83,7.8,0.0,15
4985,20.0,0.1,1.78,7.9,0.0,14
4986,20.2,0.1,1.77,7.8,0.0,16
4987,20.8,0.1,1.78,7.9,0.0,14
4988,20.8,0.1,1.76,7.9,0.0,15
4989,20.3,0.1,1.78,7.9,0.0,14
4990,20.3,0.1,1.77,7.8,0.0,15
4991,20.2,0.1,1.73,7.9,0.0,14
4992,20.4,0.1,1.73,7.8,0.0,14
4993,20.1,0.1,1.71,7.9,0.0,15
4994,20.0,0.1,1.71,7.9,0.0,14
4995,20.1,0.1,1.73,8.0,0.0,14
4996,19.7,0.1,1.73,8.1,0.0,14
4997,19.8,0.1,1.73,8.1,0.0,14
4998,19.5,0.1,1.72,8.0,0.0,13
4999,19.6,0.1,1.74,8.1,0.0,13
5000,19.7,0.1,1.74,8.2,0.0,13
5001,19.6,0.1,1.77,8.2,0.0,12
5002,19.3,0.1,1.74,8.2,0.0,14
5003,19.3,0.1,1.77,8.1,0.0,14
5004,19.3,0.1,1.78,8.2,0.0,14
5005,19.3,0.1,1.80,8.1,0.0,14
5006,18.8,0.1,1.81,8.1,0.0,14
5007,17.9,0.1,1.81,8.2,0.0,13
5008,17.3,0.1,1.78,8.1,0.0,13
5009,17.0,0.1,1.77,8.1,0.0,14
5010,16.3,0.1,1.78,7.9,0.0,16
5011,15.9,0.1,1.80,8.1,0.0,17
5012,16.0,0.1,1.79,8.1,0.0,14
5013,15.4,0.1,1.79,8.0,0.0,14
5014,15.2,0.1,1.78,8.0,0.0,13
5015,14.9,0.1,1.78,7.9,0.0,14
5016,14.7,0.1,1.76,7.9,0.0,14
5017,14.5,0.1,1.77,7.9,0.0,14
5018,14.4,0.1,1.75,8.0,0.0,15
5019,14.1,0.1,1.77,8.0,0.0,15
5020,14.0,0.1,1.75,8.0,0.0,13
5021,13.8,0.1,1.71,8.0,0.0,13
5022,13.8,0.1,1.74,7.9,0.0,14
5023,13.6,0.1,1.75,7.9,0.0,13
5024,13.5,0.1,1.75,7.9,0.0,13
5025,13.7,0.1,1.75,7.9,0.0,13
5026,13.5,0.1,1.74,7.9,0.0,14
5027,13.1,0.1,1.74,7.9,0.0,13
5028,12.9,0.1,1.77,7.9,0.0,14
5029,12.8,0.1,1.76,7.9,0.0,13
5030,12.7,0.1,1.75,7.8,0.0,13
5031,12.8,0.1,1.74,7.8,0.0,13
5032,12.6,0.1,1.76,7.8,0.0,13
5033,12.6,0.1,1.78,7.8,0.0,12
5034,12.5,0.1,1.79,7.8,0.0,12
5035,12.3,0.1,1.80,7.8,0.0,13
5036,12.0,0.1,1.79,7.8,0.0,14
5037,12.0,0.1,1.77,7.8,0.0,14
5038,11.7,0.1,1.75,7.8,0.0,13
5039,11.8,0.1,1.78,7.8,0.0,13
5040,11.5,0.1,1.81,7.8,0.0,13
5041,11.7,0.1,1.79,7.7,0.0,14
5042,11.5,0.1,1.82,7.8,0.0,14
5043,11.2,0.1,1.79,7.7,0.0,14
5044,11.1,0.1,1.76,7.7,0.0,14
5045,10.8,0.1,1.75,7.7,0.0,15
5046,10.8,0.1,1.74,7.7,0.0,14
5047,11.0,0.1,1.78,7.7,0.0,15
5048,11.3,0.1,1.77,7.7,0.0,15
5049,11.7,0.1,1.76,7.7,0.0,15
5050,12.2,0.1,1.74,7.7,0.0,14
5051,12.8,0.1,1.72,7.6,0.0,14
5052,13.4,0.1,1.73,7.7,0.0,15
5053,14.5,0.1,1.73,7.7,0.0,15
5054,15.6,0.1,1.71,7.7,0.0,32
5055,17.2,0.1,1.73,7.7,0.0,15
5056,17.6,0.1,1.72,7.7,0.0,16
5057,18.3,0.1,1.72,7.7,0.0,17
5058,18.6,0.1,1.74,7.7,0.0,15
5059,19.2,0.1,1.72,7.7,0.0,15
5060,19.9,0.1,1.72,7.7,0.0,17
5061,20.2,0.1,1.76,7.7,0.0,14
5062,19.9,0.1,1.81,7.7,0.0,15
5063,20.6,0.1,1.82,7.8,0.0,13
5064,20.2,0.1,1.80,7.7,0.0,13
5065,20.3,0.1,1.81,7.7,0.0,15
5066,20.9,0.1,1.79,7.7,0.0,14
5067,21.3,0.1,1.85,7.8,0.0,14
5068,21.6,0.1,1.82,7.9,0.0,16
5069,21.7,0.1,1.84,7.8,0.0,16
5070,22.0,0.1,1.84,7.8,0.0,16
5071,22.8,0.1,1.82,7.9,0.0,14
5072,22.7,0.1,1.81,7.8,0.0,16
5073,23.0,0.1,1.78,7.7,0.0,15
5074,23.4,0.1,1.78,7.7,0.0,16
5075,24.1,0.1,1.80,7.7,0.0,13
5076,24.2,0.1,1.81,7.8,0.0,15
5077,24.4,0.1,1.83,7.7,0.0,16
5078,24.9,0.1,1.83,7.7,0.0,15
5079,25.4,0.1,1.83,7.8,0.0,14
5080,25.1,0.1,1.79,7.7,0.0,16
5081,25.1,0.1,1.78,7.8,0.0,17
5082,25.0,0.1,1.74,7.7,0.0,16
5083,25.1,0.1,1.75,7.7,0.0,16
5084,25.2,0.1,1.74,7.7,0.0,18
5085,25.2,0.1,1.77,7.9,0.0,16
5086,25.4,0.1,1.76,7.7,0.0,16
5087,25.7,0.1,1.77,7.8,0.0,16
5088,26.3,0.1,1.76,7.7,0.0,17
5089,26.5,0.1,1.76,7.7,0.0,16
5090,26.8,0.1,1.75,7.7,0.0,18
5091,27.2,0.1,1.75,7.8,0.0,17
5092,27.2,0.1,1.75,7.8,0.0,15
5093,27.5,0.1,1.79,7.8,0.0,16
5094,27.7,0.1,1.83,7.8,0.0,21
5095,28.0,0.1,1.82,7.7,0.0,16
5096,28.4,0.1,1.79,7.7,0.0,19
5097,28.1,0.1,1.77,7.7,0.0,15
5098,26.8,0.1,1.74,7.7,0.0,15
5099,25.6,0.1,1.74,7.7,0.0,16
5100,24.6,0.1,1.78,7.6,0.0,18
5101,24.1,0.1,1.82,7.6,0.0,18
5102,24.0,0.1,1.80,7.6,0.0,15
5103,24.4,0.1,1.80,7.7,0.0,15
5104,24.0,0.1,1.77,7.6,0.0,16
5105,23.0,0.1,1.76,7.6,0.0,16
5106,22.5,0.1,1.75,7.7,0.0,14
5107,22.2,0.1,1.77,7.7,0.0,15
5108,21.5,0.1,1.80,7.7,0.0,15
5109,21.0,0.1,1.82,7.7,0.0,15
5110,20.2,0.1,1.80,7.6,0.0,14
5111,20.0,0.1,1.77,7.7,0.0,17
5112,19.8,0.1,1.73,7.7,0.0,14
5113,20.1,0.1,1.73,7.7,0.0,13
5114,21.0,0.1,1.72,7.7,0.0,13
5115,21.4,0.1,1.75,7.7,0.0,16
5116,21.3,0.1,1.77,7.7,0.0,17
5117,21.2,0.1,1.79,7.7,0.0,16
5118,21.6,0.1,1.76,7.7,0.0,14
5119,21.5,0.1,1.73,7.7,0.0,14
5120,19.7,0.1,1.72,7.7,0.0,14
5121,19.2,0.1,1.72,7.7,0.0,14
5122,18.8,0.1,1.78,7.7,0.0,15
5123,18.7,0.1,1.80,7.7,0.0,14
5124,18.4,0.1,1.82,7.7,0.0,14
5125,17.9,0.1,1.79,7.6,0.0,13
5126,17.4,0.1,1.78,7.6,0.0,14
5127,17.2,0.1,1.76,7.6,0.0,13
5128,16.8,0.1,1.76,7.6,0.0,13
5129,16.7,0.1,1.77,7.6,0.0,14
5130,16.5,0.1,1.78,7.7,0.0,13
5131,16.4,0.1,1.79,7.6,0.0,13
5132,16.9,0.1,1.80,7.6,0.0,14
5133,17.3,0.1,1.78,7.6,0.0,14
5134,16.9,0.1,1.76,7.6,0.0,13
5135,16.2,0.1,1.75,7.6,0.0,14
5136,15.9,0.1,1.74,7.6,0.0,14
5137,15.4,0.1,1.77,7.6,0.0,14
5138,15.2,0.1,1.76,7.6,0.0,14
5139,15.2,0.1,1.77,7.6,0.0,14
5140,15.2,0.1,1.78,7.6,0.0,13
5141,15.6,0.1,1.76,7.6,0.0,14
5142,16.3,0.1,1.72,7.6,0.0,14
5143,17.4,0.1,1.70,7.6,0.0,14
5144,17.7,0.1,1.69,7.6,0.0,13
5145,18.0,0.1,1.70,7.6,0.0,15
5146,18.2,0.1,1.71,7.6,0.0,13
5147,18.8,0.1,1.70,7.6,0.0,14
5148,19.3,0.1,1.70,7.6,0.0,16
5149,19.7,0.1,1.69,7.6,0.0,13
5150,20.0,0.1,1.69,7.6,0.0,13
5151,19.9,0.1,1.70,7.6,0.0,13
5152,20.1,0.1,1.72,7.6,0.0,15
5153,20.5,0.1,1.74,7.6,0.0,14
5154,20.9,0.1,1.76,7.6,0.0,14
5155,21.4,0.1,1.73,7.6,0.0,14
5156,21.9,0.1,1.73,7.5,0.0,14
5157,22.1,0.1,1.73,7.6,0.0,13
5158,22.6,0.1,1.74,7.6,0.0,13
5159,22.6,0.1,1.76,7.6,0.0,14
5160,23.0,0.1,1.76,7.6,0.0,13
5161,23.3,0.1,1.76,7.6,0.0,14
5162,23.5,0.1,1.76,7.6,0.0,13
5163,23.5,0.1,1.76,7.6,0.0,13
5164,23.8,0.1,1.76,7.6,0.0,14
5165,24.0,0.1,1.78,7.6,0.0,13
5166,24.1,0.1,1.78,7.7,0.0,13
5167,24.4,0.1,1.78,7.8,0.0,13
5168,24.7,0.1,1.80,7.8,0.0,14
5169,25.0,0.1,1.80,7.8,0.0,16
5170,25.0,0.1,1.80,7.7,0.0,13
5171,25.3,0.1,1.80,7.7,0.0,14
5172,25.5,0.1,1.78,7.7,0.0,13
5173,25.8,0.1,1.76,7.8,0.0,14
5174,26.1,0.1,1.73,7.8,0.0,13
5175,26.2,0.1,1.75,7.9,0.0,14
5176,26.3,0.1,1.74,7.9,0.0,14
5177,26.4,0.1,1.73,7.9,0.0,15
5178,26.5,0.1,1.71,7.9,0.0,14
5179,26.6,0.1,1.68,7.9,0.0,14
5180,26.7,0.1,1.68,7.9,0.0,14
5181,26.8,0.1,1.69,7.9,0.0,14
5182,26.7,0.1,1.71,7.9,0.0,13
5183,26.7,0.1,1.72,7.8,0.0,14
5184,26.8,0.1,1.72,7.8,0.0,14
5185,26.8,0.1,1.70,7.8,0.0,13
5186,26.8,0.1,1.71,7.9,0.0,14
5187,26.7,0.1,1.72,7.9,0.0,14
5188,26.7,0.1,1.72,7.9,0.0,14
5189,26.6,0.1,1.72,7.8,0.0,14
5190,26.5,0.1,1.72,7.8,0.0,14
5191,26.4,0.1,1.73,7.8,0.0,15
5192,25.9,0.1,1.74,7.8,0.0,15
5193,26.0,0.1,1.74,7.8,0.0,15
5194,26.0,0.1,1.73,7.8,0.0,14
5195,25.7,0.1,1.73,7.8,0.0,13
5196,25.5,0.1,1.72,7.8,0.0,13
5197,25.0,0.1,1.74,7.8,0.0,14
5198,24.9,0.1,1.74,7.8,0.0,13
5199,23.0,0.1,1.74,7.8,0.0,15
5200,21.6,0.1,1.74,7.7,0.0,14
5201,20.8,0.1,1.71,7.7,0.0,14
5202,20.1,0.1,1.72,7.7,0.0,13
5203,19.6,0.1,1.72,7.7,0.0,13
5204,19.3,0.1,1.72,7.8,0.0,14
5205,19.0,0.1,1.73,7.7,0.0,13
5206,18.5,0.1,1.74,7.7,0.0,14
5207,18.0,0.1,1.74,7.7,0.0,14
5208,17.7,0.1,1.73,7.7,0.0,13
5209,17.4,0.1,1.70,7.7,0.0,13
5210,17.2,0.1,1.71,7.7,0.0,14
5211,17.0,0.1,1.74,7.6,0.0,14
5212,16.9,0.1,1.74,7.7,0.0,14
5213,16.5,0.1,1.74,7.7,0.0,15
5214,16.1,0.1,1.75,7.6,0.0,15
5215,16.0,0.1,1.75,7.6,0.0,15
5216,15.8,0.1,1.75,7.6,0.0,14
5217,15.5,0.1,1.75,7.6,0.0,14
5218,15.2,0.1,1.76,7.6,0.0,14
5219,15.1,0.1,1.77,7.6,0.0,16
5220,15.0,0.1,1.78,7.6,0.0,13
5221,14.9,0.1,1.77,7.6,0.0,14
5222,14.9,0.1,1.77,7.6,0.0,14
5223,14.9,0.1,1.77,7.6,0.0,14
5224,14.9,0.1,1.77,7.6,0.0,13
5225,14.8,0.1,1.78,7.6,0.0,14
5226,14.7,0.1,1.77,7.6,0.0,14
5227,14.4,0.1,1.78,7.6,0.0,13
5228,14.2,0.1,1.79,7.6,0.0,14
5229,14.0,0.1,1.80,7.6,0.0,15
5230,13.8,0.1,1.78,7.6,0.0,14
5231,13.9,0.1,1.76,7.6,0.0,13
5232,13.8,0.1,1.75,7.6,0.0,14
5233,13.6,0.1,1.75,7.6,0.0,14
5234,13.3,0.1,1.74,7.5,0.0,15
5235,13.4,0.1,1.72,7.6,0.0,16
5236,13.4,0.1,1.71,7.5,0.0,19
5237,13.5,0.1,1.69,7.5,0.0,18
5238,13.8,0.1,1.67,7.5,0.0,16
5239,14.1,0.1,1.68,7.5,0.0,16
5240,14.3,0.1,1.69,7.5,0.0,14
5241,14.8,0.1,1.71,7.5,0.0,14
5242,15.1,0.1,1.71,7.5,0.0,14
5243,15.1,0.1,1.69,7.5,0.0,14
5244,15.7,0.1,1.69,7.5,0.0,15
5245,15.8,0.1,1.68,7.5,0.0,14
5246,16.0,0.1,1.68,7.6,0.0,14
5247,16.3,0.1,1.70,7.5,0.0,15
5248,16.5,0.1,1.71,7.5,0.0,15
5249,16.6,0.1,1.72,7.5,0.0,15
5250,16.8,0.1,1.71,7.5,0.0,14
5251,17.3,0.1,1.72,7.5,0.0,15
5252,17.5,0.1,1.72,7.5,0.0,14
5253,18.3,0.1,1.71,7.5,0.0,14
5254,18.9,0.1,1.69,7.5,0.0,13
5255,19.4,0.1,1.71,7.5,0.0,15
5256,19.7,0.1,1.75,7.5,0.0,14
5257,19.9,0.1,1.77,7.5,0.0,15
5258,20.2,0.1,1.78,7.6,0.0,14
5259,20.7,0.1,1.77,7.6,0.0,15
5260,21.7,0.1,1.75,7.6,0.0,15
5261,22.1,0.1,1.73,7.5,0.0,14
5262,22.7,0.1,1.74,7.5,0.0,15
5263,22.7,0.1,1.77,7.6,0.0,14
5264,23.0,0.1,1.77,7.6,0.0,15
5265,23.5,0.1,1.76,7.6,0.0,16
5266,23.6,0.1,1.76,7.6,0.0,16
5267,23.4,0.1,1.74,7.5,0.0,16
5268,23.1,0.1,1.76,7.5,0.0,15
5269,23.1,0.1,1.77,7.6,0.0,17
5270,23.2,0.1,1.76,7.6,0.0,15
5271,23.2,0.1,1.75,7.6,0.0,19
5272,23.3,0.1,1.74,7.6,0.0,15
5273,23.4,0.1,1.72,7.6,0.0,17
5274,23.1,0.1,1.74,7.6,0.0,15
5275,23.8,0.1,1.76,7.6,0.0,16
5276,23.4,0.1,1.78,7.7,0.0,15
5277,23.0,0.1,1.75,7.6,0.0,14
5278,23.3,0.1,1.75,7.7,0.0,15
5279,23.6,0.1,1.74,7.7,0.0,16
5280,23.6,0.1,1.75,7.6,0.0,15
5281,23.6,0.1,1.74,7.6,0.0,15
5282,23.5,0.1,1.74,7.6,0.0,15
5283,23.8,0.1,1.75,7.7,0.0,14
5284,23.5,0.1,1.77,7.7,0.0,15
5285,23.2,0.1,1.73,7.7,0.0,15
5286,23.4,0.1,1.71,7.7,0.0,15
5287,23.5,0.1,1.70,7.7,0.0,17
5288,23.5,0.1,1.72,7.7,0.0,15
5289,23.3,0.1,1.72,7.7,0.0,14
5290,23.0,0.1,1.74,7.7,0.0,14
5291,22.9,0.1,1.74,7.7,0.0,14
5292,22.5,0.1,1.72,7.7,0.0,15
5293,22.1,0.1,1.73,7.7,0.0,14
5294,21.8,0.1,1.69,7.7,0.0,14
5295,20.5,0.1,1.68,7.7,0.0,15
5296,19.5,0.1,1.69,7.7,0.0,15
5297,18.6,0.1,1.69,7.7,0.0,15
5298,18.0,0.1,1.69,7.7,0.0,15
5299,19.0,0.1,1.70,7.7,0.0,14
5300,19.8,0.1,1.67,7.7,0.0,15
5301,19.4,0.1,1.63,7.6,0.0,14
5302,19.4,0.1,1.62,7.7,0.0,15
